!20F (2+, 3+, 4+, 1+, 5+) -> 20O,  e-capture,  with screening effects
!USDB   GT    Q(20F-20O) = -3.8135 MeV
!Experimental data are taken into account
<<<<<<< HEAD
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
8.02              8.75              3.94985e-06  7.95320e-08  2.33437e-08  -2.27150e+01      4.62073e-30      3.11681e-44
8.02              8.80              3.94840e-06  7.86669e-08  2.33437e-08  -2.07010e+01      5.36674e-28      1.36682e-40
8.02              8.85              3.94680e-06  7.77536e-08  2.33437e-08  -1.88920e+01      3.88786e-26      2.49868e-37
8.02              8.90              3.94472e-06  7.67923e-08  2.33437e-08  -1.72630e+01      1.86944e-24      2.09272e-34
8.02              8.95              3.94200e-06  7.57830e-08  2.33437e-08  -1.57950e+01      6.19028e-23      8.74400e-32
8.02              9.00              3.93879e-06  7.47255e-08  2.33437e-08  -1.44690e+01      1.47472e-21      1.96205e-29
8.02              9.05              3.93463e-06  7.36040e-08  2.33437e-08  -1.32730e+01      2.61644e-20      2.53344e-27
8.02              9.10              3.92934e-06  7.24344e-08  2.33437e-08  -1.21900e+01      3.57858e-19      1.99853e-25
8.02              9.15              3.92261e-06  7.12007e-08  2.33437e-08  -1.12100e+01      3.86109e-18      1.01324e-23
8.02              9.20              3.91428e-06  6.99350e-08  2.33437e-08  -1.03210e+01      3.37839e-17      3.46506e-22
8.02              9.25              3.90386e-06  6.86052e-08  2.33437e-08  -9.51480e+00      2.44236e-16      8.33125e-21
8.02              9.30              3.89073e-06  6.72273e-08  2.33437e-08  -8.78310e+00      1.48974e-15      1.45449e-19
8.02              9.35              3.87406e-06  6.57854e-08  2.33437e-08  -8.11910e+00      7.78593e-15      1.90858e-18
8.02              9.40              3.85307e-06  6.42953e-08  2.33437e-08  -7.51580e+00      3.54006e-14      1.93959e-17
8.02              9.45              3.82680e-06  6.27733e-08  2.33437e-08  -6.96750e+00      1.41909e-13      1.56571e-16
8.02              9.50              3.79363e-06  6.11871e-08  2.33437e-08  -6.46890e+00      5.07821e-13      1.02851e-15
8.02              9.55              3.75198e-06  6.33020e-08  2.33437e-08  -6.01770e+00      1.63084e-12      5.57584e-15
8.02              9.60              3.69943e-06  6.20843e-08  2.33437e-08  -5.60300e+00      4.81737e-12      2.58827e-14
8.02              9.65              3.63342e-06  5.61563e-08  2.33437e-08  -5.22050e+00      1.32224e-11      1.05005e-13
8.04              7.00              4.01441e-06  9.27500e-08  2.36962e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.20              4.01425e-06  9.23975e-08  2.36962e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.40              4.01409e-06  9.19169e-08  2.36962e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.60              4.01377e-06  9.12760e-08  2.36962e-08  -2.46700e+02     4.95120e-255      0.00000e+00
8.04              7.80              4.01361e-06  9.04108e-08  2.36962e-08  -1.58240e+02     1.63950e-166     1.60218e-298
8.04              8.00              4.01329e-06  8.92573e-08  2.36962e-08  -1.02340e+02     1.79767e-110     2.84912e-193
8.04              8.05              4.01329e-06  8.89048e-08  2.36962e-08  -9.19140e+01     5.31754e-100     1.16067e-173
8.04              8.10              4.01313e-06  8.85523e-08  2.36962e-08  -8.26050e+01      1.22662e-90     3.58683e-156
8.04              8.15              4.01313e-06  8.81518e-08  2.36962e-08  -7.43100e+01      2.73975e-82     1.46120e-140
8.04              8.20              4.01297e-06  8.77352e-08  2.36962e-08  -6.68680e+01      8.60420e-75     1.24368e-126
8.04              8.25              4.01297e-06  8.72866e-08  2.36962e-08  -6.02410e+01      4.14677e-68     3.34742e-114
8.04              8.30              4.01281e-06  8.68059e-08  2.36962e-08  -5.43110e+01      3.99678e-62     4.15633e-103
8.04              8.35              4.01265e-06  8.63093e-08  2.36962e-08  -4.90030e+01      9.17720e-57      3.31673e-93
8.04              8.40              4.01249e-06  8.57645e-08  2.36962e-08  -4.42630e+01      5.69784e-52      2.30521e-84
8.04              8.45              4.01217e-06  8.51717e-08  2.36962e-08  -4.00250e+01      1.11099e-47      1.80597e-76
8.04              8.50              4.01185e-06  8.45629e-08  2.36962e-08  -3.62270e+01      7.86521e-44      2.04508e-69
8.04              8.55              4.01137e-06  8.39060e-08  2.36962e-08  -3.28250e+01      2.23208e-40      4.08988e-63
8.04              8.60              4.01089e-06  8.32171e-08  2.36962e-08  -2.97780e+01      2.80356e-37      1.75675e-57
8.04              8.65              4.01025e-06  8.24801e-08  2.36962e-08  -2.70450e+01      1.70495e-34      1.90419e-52
8.04              8.70              4.00945e-06  8.16950e-08  2.36962e-08  -2.45940e+01      5.41640e-32      6.09131e-48
8.04              8.75              4.00833e-06  8.08779e-08  2.36962e-08  -2.23940e+01      9.65407e-30      6.51194e-44
8.04              8.80              4.00720e-06  8.00127e-08  2.36962e-08  -2.04150e+01      1.03684e-27      2.64065e-40
8.04              8.85              4.00544e-06  7.90834e-08  2.36962e-08  -1.86370e+01      7.00988e-26      4.49480e-37
8.04              8.90              4.00336e-06  7.81061e-08  2.36962e-08  -1.70350e+01      3.15290e-24      3.52948e-34
8.04              8.95              4.00080e-06  7.70967e-08  2.36962e-08  -1.55910e+01      9.87894e-23      1.39544e-31
8.04              9.00              3.99759e-06  7.60233e-08  2.36962e-08  -1.42880e+01      2.23723e-21      2.98339e-29
8.04              9.05              3.99343e-06  7.49018e-08  2.36962e-08  -1.31110e+01      3.79936e-20      3.67884e-27
8.04              9.10              3.98830e-06  7.37161e-08  2.36962e-08  -1.20450e+01      4.98552e-19      2.79068e-25
8.04              9.15              3.98173e-06  7.24825e-08  2.36962e-08  -1.10810e+01      5.19649e-18      1.36367e-23
8.04              9.20              3.97356e-06  7.11847e-08  2.36962e-08  -1.02060e+01      4.40261e-17      4.52596e-22
8.04              9.25              3.96330e-06  6.98549e-08  2.36962e-08  -9.41180e+00      3.09607e-16      1.05611e-20
8.04              9.30              3.95033e-06  6.84450e-08  2.36962e-08  -8.69110e+00      1.84209e-15      1.79767e-19
8.04              9.35              3.93382e-06  6.70030e-08  2.36962e-08  -8.03670e+00      9.41262e-15      2.31052e-18
8.04              9.40              3.91332e-06  6.54970e-08  2.36962e-08  -7.44190e+00      4.19672e-14      2.29991e-17
8.04              9.45              3.88736e-06  6.39589e-08  2.36962e-08  -6.90120e+00      1.65352e-13      1.82562e-16
8.04              9.50              3.85468e-06  6.23567e-08  2.36962e-08  -6.40940e+00      5.82654e-13      1.18008e-15
8.04              9.55              3.81366e-06  6.44395e-08  2.36962e-08  -5.96410e+00      1.84548e-12      6.30972e-15
8.04              9.60              3.76191e-06  6.32059e-08  2.36962e-08  -5.55460e+00      5.38655e-12      2.89475e-14
8.04              9.65              3.69686e-06  5.72618e-08  2.36962e-08  -5.17680e+00      1.46289e-11      1.16201e-13
8.06              7.00              4.06456e-06  9.41920e-08  2.40647e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.20              4.06584e-06  9.38395e-08  2.40647e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.40              4.06777e-06  9.33588e-08  2.40647e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.60              4.07017e-06  9.27019e-08  2.40647e-08  -2.42300e+02     1.18771e-250      0.00000e+00
8.06              7.80              4.07193e-06  9.18368e-08  2.40647e-08  -1.55380e+02     1.13425e-163     1.01091e-295
8.06              8.00              4.07257e-06  9.06672e-08  2.40647e-08  -1.00510e+02     1.16067e-108     1.83954e-191
8.06              8.05              4.07273e-06  9.03307e-08  2.40647e-08  -9.02850e+01      2.22695e-98     4.83850e-172
8.06              8.10              4.07273e-06  8.99622e-08  2.40647e-08  -8.11520e+01      3.44120e-89     1.01091e-154
8.06              8.15              4.07257e-06  8.95777e-08  2.40647e-08  -7.30160e+01      5.36674e-81     2.84912e-139
8.06              8.20              4.07257e-06  8.91451e-08  2.40647e-08  -6.57130e+01      1.22380e-73     1.75675e-125
8.06              8.25              4.07241e-06  8.86965e-08  2.40647e-08  -5.92130e+01      4.40261e-67     3.58683e-113
8.06              8.30              4.07241e-06  8.82158e-08  2.40647e-08  -5.33930e+01      3.30149e-61     3.41751e-102
8.06              8.35              4.07225e-06  8.77031e-08  2.40647e-08  -4.81860e+01      6.02158e-56      2.17125e-92
8.06              8.40              4.07193e-06  8.71584e-08  2.40647e-08  -4.35350e+01      3.03886e-51      1.22945e-83
8.06              8.45              4.07177e-06  8.65816e-08  2.40647e-08  -3.93760e+01      4.95120e-47      8.04842e-76
8.06              8.50              4.07145e-06  8.59568e-08  2.40647e-08  -3.56480e+01      2.98339e-43      7.73946e-69
8.06              8.55              4.07097e-06  8.52999e-08  2.40647e-08  -3.23090e+01      7.32336e-40      1.34187e-62
8.06              8.60              4.07049e-06  8.45949e-08  2.40647e-08  -2.93180e+01      8.08557e-37      5.06653e-57
8.06              8.65              4.06985e-06  8.38579e-08  2.40647e-08  -2.66350e+01      4.38238e-34      4.89452e-52
8.06              8.70              4.06905e-06  8.30729e-08  2.40647e-08  -2.42280e+01      1.25809e-31      1.41485e-47
8.06              8.75              4.06809e-06  8.22397e-08  2.40647e-08  -2.20680e+01      2.04508e-29      1.37946e-43
8.06              8.80              4.06664e-06  8.13585e-08  2.40647e-08  -2.01250e+01      2.02167e-27      5.16072e-40
8.06              8.85              4.06520e-06  8.04293e-08  2.40647e-08  -1.83780e+01      1.27265e-25      8.16038e-37
8.06              8.90              4.06312e-06  7.94519e-08  2.40647e-08  -1.68040e+01      5.36674e-24      6.02158e-34
8.06              8.95              4.06056e-06  7.84265e-08  2.40647e-08  -1.53850e+01      1.58749e-22      2.24239e-31
8.06              9.00              4.05735e-06  7.73371e-08  2.40647e-08  -1.41040e+01      3.42539e-21      4.55733e-29
8.06              9.05              4.05335e-06  7.62155e-08  2.40647e-08  -1.29470e+01      5.54256e-20      5.36674e-27
8.06              9.10              4.04822e-06  7.50139e-08  2.40647e-08  -1.18990e+01      6.99375e-19      3.90580e-25
8.06              9.15              4.04181e-06  7.37642e-08  2.40647e-08  -1.09500e+01      7.02604e-18      1.84379e-23
8.06              9.20              4.03380e-06  7.24664e-08  2.40647e-08  -1.00890e+01      5.76382e-17      5.92530e-22
8.06              9.25              4.02355e-06  7.11206e-08  2.40647e-08  -9.30720e+00      3.93922e-16      1.34187e-20
8.06              9.30              4.01073e-06  6.96947e-08  2.40647e-08  -8.59750e+00      2.28513e-15      2.23208e-19
8.06              9.35              3.99471e-06  6.82367e-08  2.40647e-08  -7.95290e+00      1.14159e-14      2.80356e-18
8.06              9.40              3.97436e-06  6.67146e-08  2.40647e-08  -7.36690e+00      4.98896e-14      2.73975e-17
8.06              9.45              3.94888e-06  6.51605e-08  2.40647e-08  -6.83400e+00      1.93068e-13      2.13211e-16
8.06              9.50              3.91668e-06  6.35423e-08  2.40647e-08  -6.34910e+00      6.69592e-13      1.35647e-15
8.06              9.55              3.87615e-06  6.56091e-08  2.40647e-08  -5.90980e+00      2.09175e-12      7.15501e-15
8.06              9.60              3.82536e-06  6.43594e-08  2.40647e-08  -5.50560e+00      6.03268e-12      3.24273e-14
8.06              9.65              3.76127e-06  5.83993e-08  2.40647e-08  -5.13240e+00      1.62073e-11      1.28769e-13
8.08              7.00              4.13394e-06  9.56660e-08  2.44172e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.08              7.20              4.13378e-06  9.52975e-08  2.44172e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.08              7.40              4.13362e-06  9.48168e-08  2.44172e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.08              7.60              4.13346e-06  9.41599e-08  2.44172e-08  -2.37360e+02     9.87894e-246      0.00000e+00
8.08              7.80              4.13330e-06  9.32947e-08  2.44172e-08  -1.52360e+02     1.10844e-160     9.43432e-293
8.08              8.00              4.13330e-06  9.21252e-08  2.44172e-08  -9.86450e+01     8.40834e-107     1.33263e-189
8.08              8.05              4.13330e-06  9.17727e-08  2.44172e-08  -8.86260e+01      1.00395e-96     2.16128e-170
8.08              8.10              4.13330e-06  9.14042e-08  2.44172e-08  -7.96740e+01      1.02733e-87     2.98339e-153
8.08              8.15              4.13314e-06  9.10036e-08  2.44172e-08  -7.16990e+01      1.10589e-79     5.81715e-138
8.08              8.20              4.13314e-06  9.05871e-08  2.44172e-08  -6.45420e+01      1.81431e-72     2.59843e-124
8.08              8.25              4.13297e-06  9.01385e-08  2.44172e-08  -5.81670e+01      4.89452e-66     3.93288e-112
8.08              8.30              4.13281e-06  8.96418e-08  2.44172e-08  -5.24630e+01      2.81003e-60     2.90878e-101
8.08              8.35              4.13281e-06  8.91291e-08  2.44172e-08  -4.73550e+01      4.07109e-55      1.46795e-91
8.08              8.40              4.13249e-06  8.85843e-08  2.44172e-08  -4.27950e+01      1.66998e-50      6.75632e-83
8.08              8.45              4.13233e-06  8.79915e-08  2.44172e-08  -3.87160e+01      2.26313e-46      3.67884e-75
8.08              8.50              4.13201e-06  8.73827e-08  2.44172e-08  -3.50600e+01      1.15534e-42      2.99716e-68
8.08              8.55              4.13153e-06  8.67098e-08  2.44172e-08  -3.17850e+01      2.44743e-39      4.48446e-62
8.08              8.60              4.13105e-06  8.60048e-08  2.44172e-08  -2.88500e+01      2.36979e-36      1.48495e-56
8.08              8.65              4.13041e-06  8.52678e-08  2.44172e-08  -2.62180e+01      1.14212e-33      1.27853e-51
8.08              8.70              4.12961e-06  8.44668e-08  2.44172e-08  -2.38570e+01      2.96285e-31      3.32438e-47
8.08              8.75              4.12865e-06  8.36336e-08  2.44172e-08  -2.17370e+01      4.39249e-29      2.95604e-43
8.08              8.80              4.12737e-06  8.27524e-08  2.44172e-08  -1.98290e+01      3.99678e-27      1.01791e-39
8.08              8.85              4.12577e-06  8.18071e-08  2.44172e-08  -1.81140e+01      2.33190e-25      1.49869e-36
8.08              8.90              4.12368e-06  8.08138e-08  2.44172e-08  -1.65690e+01      9.21956e-24      1.03207e-33
8.08              8.95              4.12128e-06  7.97884e-08  2.44172e-08  -1.51750e+01      2.57460e-22      3.63672e-31
8.08              9.00              4.11807e-06  7.86829e-08  2.44172e-08  -1.39170e+01      5.26878e-21      7.00988e-29
8.08              9.05              4.11407e-06  7.75453e-08  2.44172e-08  -1.27800e+01      8.14161e-20      7.88334e-27
8.08              9.10              4.10910e-06  7.63437e-08  2.44172e-08  -1.17500e+01      9.85622e-19      5.50441e-25
8.08              9.15              4.10285e-06  7.50780e-08  2.44172e-08  -1.08170e+01      9.54356e-18      2.50444e-23
8.08              9.20              4.09484e-06  7.37642e-08  2.44172e-08  -9.96980e+00      7.58072e-17      7.77518e-22
8.08              9.25              4.08475e-06  7.24024e-08  2.44172e-08  -9.20110e+00      5.02933e-16      1.71281e-20
8.08              9.30              4.07225e-06  7.09764e-08  2.44172e-08  -8.50250e+00      2.84387e-15      2.77786e-19
8.08              9.35              4.05639e-06  6.94864e-08  2.44172e-08  -7.86800e+00      1.38839e-14      3.40965e-18
8.08              9.40              4.03636e-06  6.79643e-08  2.44172e-08  -7.29080e+00      5.94580e-14      3.26370e-17
8.08              9.45              4.01121e-06  6.63782e-08  2.44172e-08  -6.76590e+00      2.25949e-13      2.49523e-16
8.08              9.50              3.97965e-06  6.47440e-08  2.44172e-08  -6.28780e+00      7.71277e-13      1.56283e-15
8.08              9.55              3.93975e-06  6.30617e-08  2.44172e-08  -5.85190e+00      2.39117e-12      8.18296e-15
8.08              9.60              3.88960e-06  6.55290e-08  2.44172e-08  -5.45590e+00      6.76566e-12      3.63840e-14
8.08              9.65              3.82648e-06  5.95529e-08  2.44172e-08  -5.08750e+00      1.79809e-11      1.42926e-13
8.10              7.00              4.20363e-06  9.71560e-08  2.47857e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.10              7.20              4.20235e-06  9.67875e-08  2.47857e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.10              7.40              4.20011e-06  9.63068e-08  2.47857e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.10              7.60              4.19770e-06  9.56499e-08  2.47857e-08  -2.32340e+02     9.65407e-241      0.00000e+00
8.10              7.80              4.19594e-06  9.47687e-08  2.47857e-08  -1.49300e+02     1.21538e-157     9.87894e-290
